Combination;Probability;CombinationLength
https://samizdat-graphql.nytimes.com/graphql/v2,https://g1.nyt.com/fonts/family/cheltenham-small/cheltenham-small-normal-400.108ce298d451197b23fefceb3e36959f.woff2,https://news.google.com/swg/js/v1/swg-button.css,https://purr.nytimes.com/v1/purr-cache;0.53;116408
https://g1.nyt.com/fonts/family/cheltenham/cheltenham-normal-200.40ccfe2cc61a71e6617e56162d49b896.woff2,https://g1.nyt.com/fonts/family/cheltenham-small/cheltenham-small-normal-400.108ce298d451197b23fefceb3e36959f.woff2,https://news.google.com/swg/js/v1/swg-button.css,https://purr.nytimes.com/v1/purr-cache;0.51;197263
https://g1.nyt.com/fonts/family/cheltenham/cheltenham-normal-700.530cfb72378419eedb60da7e266ad5f1.woff2,https://g1.nyt.com/fonts/family/cheltenham-small/cheltenham-small-normal-400.108ce298d451197b23fefceb3e36959f.woff2,https://news.google.com/swg/js/v1/swg-button.css,https://purr.nytimes.com/v1/purr-cache;0.51;185965
https://samizdat-graphql.nytimes.com/graphql/v2,https://g1.nyt.com/fonts/family/cheltenham-small/cheltenham-small-normal-700.1a0b316424cdebd18086b8dbbc768eef.woff2,https://news.google.com/swg/js/v1/swg-button.css,https://purr.nytimes.com/v1/purr-cache;0.53;124784
https://g1.nyt.com/fonts/family/cheltenham/cheltenham-normal-200.40ccfe2cc61a71e6617e56162d49b896.woff2,https://g1.nyt.com/fonts/family/cheltenham-small/cheltenham-small-normal-700.1a0b316424cdebd18086b8dbbc768eef.woff2,https://news.google.com/swg/js/v1/swg-button.css,https://purr.nytimes.com/v1/purr-cache;0.51;205222
https://g1.nyt.com/fonts/family/cheltenham/cheltenham-normal-700.530cfb72378419eedb60da7e266ad5f1.woff2,https://g1.nyt.com/fonts/family/cheltenham-small/cheltenham-small-normal-700.1a0b316424cdebd18086b8dbbc768eef.woff2,https://news.google.com/swg/js/v1/swg-button.css,https://purr.nytimes.com/v1/purr-cache;0.51;193999
https://g1.nyt.com/fonts/family/cheltenham-small/cheltenham-small-normal-400.108ce298d451197b23fefceb3e36959f.woff2,https://g1.nyt.com/fonts/family/cheltenham-small/cheltenham-small-normal-700.1a0b316424cdebd18086b8dbbc768eef.woff2,https://news.google.com/swg/js/v1/swg-button.css,https://purr.nytimes.com/v1/purr-cache;0.52;140384
https://samizdat-graphql.nytimes.com/graphql/v2,https://g1.nyt.com/fonts/family/franklin/franklin-normal-500.d6c06a3d84a57100edad5bf9b84ff739.woff2,https://news.google.com/swg/js/v1/swg-button.css,https://purr.nytimes.com/v1/purr-cache;0.51;235841
https://g1.nyt.com/fonts/family/cheltenham/cheltenham-normal-700.530cfb72378419eedb60da7e266ad5f1.woff2,https://g1.nyt.com/fonts/family/franklin/franklin-normal-500.d6c06a3d84a57100edad5bf9b84ff739.woff2,https://news.google.com/swg/js/v1/swg-button.css,https://purr.nytimes.com/v1/purr-cache;0.51;307355
https://samizdat-graphql.nytimes.com/graphql/v2,https://g1.nyt.com/fonts/family/franklin/franklin-normal-700.b44c88f09ca7ce914b836d4ae72891b8.woff2,https://news.google.com/swg/js/v1/swg-button.css,https://purr.nytimes.com/v1/purr-cache;0.52;208643
https://g1.nyt.com/fonts/family/cheltenham-small/cheltenham-small-normal-400.108ce298d451197b23fefceb3e36959f.woff2,https://g1.nyt.com/fonts/family/franklin/franklin-normal-700.b44c88f09ca7ce914b836d4ae72891b8.woff2,https://news.google.com/swg/js/v1/swg-button.css,https://purr.nytimes.com/v1/purr-cache;0.52;224978
https://g1.nyt.com/fonts/family/cheltenham-small/cheltenham-small-normal-700.1a0b316424cdebd18086b8dbbc768eef.woff2,https://g1.nyt.com/fonts/family/franklin/franklin-normal-700.b44c88f09ca7ce914b836d4ae72891b8.woff2,https://news.google.com/swg/js/v1/swg-button.css,https://purr.nytimes.com/v1/purr-cache;0.51;212281
https://samizdat-graphql.nytimes.com/graphql/v2,https://g1.nyt.com/fonts/family/imperial/imperial-normal-400.2531995fefd3b997f9c4d564ebe89268.woff2,https://news.google.com/swg/js/v1/swg-button.css,https://purr.nytimes.com/v1/purr-cache;0.55;110338
https://g1.nyt.com/fonts/family/cheltenham/cheltenham-normal-200.40ccfe2cc61a71e6617e56162d49b896.woff2,https://g1.nyt.com/fonts/family/imperial/imperial-normal-400.2531995fefd3b997f9c4d564ebe89268.woff2,https://news.google.com/swg/js/v1/swg-button.css,https://purr.nytimes.com/v1/purr-cache;0.52;191168
https://g1.nyt.com/fonts/family/cheltenham/cheltenham-normal-700.530cfb72378419eedb60da7e266ad5f1.woff2,https://g1.nyt.com/fonts/family/imperial/imperial-normal-400.2531995fefd3b997f9c4d564ebe89268.woff2,https://news.google.com/swg/js/v1/swg-button.css,https://purr.nytimes.com/v1/purr-cache;0.52;179605
https://g1.nyt.com/fonts/family/cheltenham-small/cheltenham-small-normal-400.108ce298d451197b23fefceb3e36959f.woff2,https://g1.nyt.com/fonts/family/imperial/imperial-normal-400.2531995fefd3b997f9c4d564ebe89268.woff2,https://news.google.com/swg/js/v1/swg-button.css,https://purr.nytimes.com/v1/purr-cache;0.53;125932
https://g1.nyt.com/fonts/family/cheltenham-small/cheltenham-small-normal-700.1a0b316424cdebd18086b8dbbc768eef.woff2,https://g1.nyt.com/fonts/family/imperial/imperial-normal-400.2531995fefd3b997f9c4d564ebe89268.woff2,https://news.google.com/swg/js/v1/swg-button.css,https://purr.nytimes.com/v1/purr-cache;0.53;134333
https://g1.nyt.com/fonts/family/franklin/franklin-normal-500.d6c06a3d84a57100edad5bf9b84ff739.woff2,https://g1.nyt.com/fonts/family/imperial/imperial-normal-400.2531995fefd3b997f9c4d564ebe89268.woff2,https://news.google.com/swg/js/v1/swg-button.css,https://purr.nytimes.com/v1/purr-cache;0.51;244493
https://g1.nyt.com/fonts/family/franklin/franklin-normal-700.b44c88f09ca7ce914b836d4ae72891b8.woff2,https://g1.nyt.com/fonts/family/imperial/imperial-normal-400.2531995fefd3b997f9c4d564ebe89268.woff2,https://news.google.com/swg/js/v1/swg-button.css,https://purr.nytimes.com/v1/purr-cache;0.52;217622
